,old.sampleid.x,sampleid,replicate,sitecode.x,species.x,role.x,delta13c,delta15n,c_n_ratio,old.sampleid.y,sitename,sitecode.y,species.y,role.y,delta2h,ampl,p_h
735,WH-S18-163-5,WH-S18-163-5,0,WH,white sucker,detritivore,-26.41752906,12.15131955,3.217936061,NA,NA,NA,NA,NA,NA,NA,NA
736,WH-S18-211-1,WH-S18-211-1,0,WH,longnose dace,invertivore,-27.51466703,13.85023151,3.248236561,NA,NA,NA,NA,NA,NA,NA,NA
737,WH-S18-211-2,WH-S18-211-2,0,WH,longnose dace,invertivore,-27.71244078,12.96483737,3.488132145,NA,NA,NA,NA,NA,NA,NA,NA
738,WH-S18-212-11,WH-S18-212-11,0,WH,creek chub,cc,-25.04952494,9.703532671,3.22840091,WH-S18-212-11,Washington,WH,creek chub,cc,-115.52,10209,9.9
739,WH-S18-212-2,WH-S18-212-2,0,WH,creek chub,cc,-24.86214723,9.68796341,3.243245659,WH-S18-212-2,Washington,WH,creek chub,cc,-92.48,5759,6.5
740,WH-S18-212-21,WH-S18-212-21,0,WH,creek chub,cc,-25.32007605,9.493194115,3.257460329,WH-S18-212-21,Washington,WH,creek chub,cc,-96.97,4886,6.6
741,WH-S18-212-22,WH-S18-212-22,0,WH,creek chub,cc,-25.04225381,9.773606931,3.256964161,WH-S18-212-22,Washington,WH,creek chub,cc,-95.96,6595,6.6
742,WH-S18-212-24,WH-S18-212-24,0,WH,creek chub,cc,-25.37315379,10.32181306,3.234703606,WH-S18-212-24,Washington,WH,creek chub,cc,-99.58,5400,6.5
743,WH-S18-212-25,WH-S18-212-25,0,WH,creek chub,cc,-25.24768225,10.26016679,3.240784246,WH-S18-212-25,Washington,WH,creek chub,cc,-101.26,6595,6.5
744,WH-S18-212-26,WH-S18-212-26,0,WH,creek chub,cc,-24.88496347,10.06290949,3.28651967,WH-S18-212-26,Washington,WH,creek chub,cc,-105.25,5552,6.6
745,WH-S18-212-27,WH-S18-212-27,0,WH,creek chub,cc,-24.66023552,11.01799711,3.268804403,WH-S18-212-27,Washington,WH,creek chub,cc,-100.26,5927,6.5
746,WH-S18-212-5,WH-S18-212-5,0,WH,creek chub,cc,-25.51380744,11.96805265,3.398728795,WH-S18-212-5,Washington,WH,creek chub,cc,-112.18,4715,6.6
747,WH-S18-212-6,WH-S18-212-6,0,WH,creek chub,cc,-25.72177936,11.99522585,3.598311693,WH-S18-212-6,Washington,WH,creek chub,cc,-119.75,6235,6.3
748,WH-S18-341-4,WH-S18-341-4,0,WH,johnny darter,invertivore,-25.7671192,12.44106759,3.319789678,NA,NA,NA,NA,NA,NA,NA,NA
749,WH-S18-341-6,WH-S18-341-6,0,WH,johnny darter,invertivore,-25.80260256,12.7148124,3.315058868,WH-S18-341-6,Washington,WH,johnny darter,invertivore,-126.26,5890,6
750,WH-S18-341-7,WH-S18-341-7,0,WH,johnny darter,invertivore,-25.8597702,12.54674114,3.384943213,NA,NA,NA,NA,NA,NA,NA,NA
751,WH-S18-630-25,WH-S18-630-25,0,WH,blacknose dace,invertivore,-26.31218303,12.02743112,3.523037912,NA,NA,NA,NA,NA,NA,NA,NA
752,WH-S18-630-5,WH-S18-630-5,0,WH,blacknose dace,invertivore,-26.18109173,11.53730713,3.582782576,NA,NA,NA,NA,NA,NA,NA,NA
753,WH-S18-630-6,WH-S18-630-6,0,WH,blacknose dace,invertivore,-26.55859525,12.74299202,3.386794085,NA,NA,NA,NA,NA,NA,NA,NA
754,WH-S18-AQU-1,WH-S18-AQU-1,0,WH,caddisfly,aqbase,-27.9532884,9.670407736,4.747441581,WH-S18-AQU-1,Washington,WH,caddisfly,aqbase,-134.83,5424,6.1
755,WH-S18-AQU-2 A,WH-S18-AQU-2 A,1,WH,caddisfly,aqbase,-28.06072412,9.630151146,4.813488846,NA,NA,NA,NA,NA,NA,NA,NA
756,WH-S18-AQU-2 B,WH-S18-AQU-2 B,1,WH,caddisfly,aqbase,-27.9937,9.592913799,4.895813653,NA,NA,NA,NA,NA,NA,NA,NA
757,WH-S18-AQU-2 C,WH-S18-AQU-2 C,1,WH,caddisfly,aqbase,-28.17801634,9.56775343,4.806188689,NA,NA,NA,NA,NA,NA,NA,NA
758,WH-S18-AQU-2,WH-S18-AQU-2,0,WH,caddisfly,aqbase,-28.07748015,9.596939458,4.838497063,WH-S18-AQU-2,Washington,WH,caddisfly,aqbase,-132.72,5483,6
759,WH-S18-AQU-3,WH-S18-AQU-3,0,WH,caddisfly,aqbase,-28.07550886,9.586875311,4.700824081,WH-S18-AQU-3,Washington,WH,caddisfly,aqbase,-135.82,6144,6
760,WH-S18-DET-1,WH-S18-DET-1,0,WH,detritus,det,-26.39793448,2.079021158,15.01463553,WH-S18-DET-1,Washington,WH,detritus,det,-95.19,8237,5.2
761,WH-S18-DET-2,WH-S18-DET-2,0,WH,detritus,det,-26.41666181,1.838488029,15.19448507,WH-S18-DET-2,Washington,WH,detritus,det,-94.16,7252,4.9
762,WH-S18-DET-3,WH-S18-DET-3,0,WH,detritus,det,-26.33682425,1.819366149,13.99222984,WH-S18-DET-3,Washington,WH,detritus,det,-94.37,6113,4.5
763,WH-S18-TER-1-1,WH-S18-TER-1-1,0,WH,european garden snail,terbase,-27.09774518,2.198784515,4.202910659,WH-S18-TER-1-1,Washington,WH,european garden snail,terbase,-90.87,6483,6.4
764,WH-S18-TER-1-1,WH-S18-TER-1-2,0,WH,european garden snail,terbase,-27.09774518,2.198784515,4.202910659,WH-S18-TER-1-2,Washington,WH,european garden snail,terbase,-90.66,6869,6.4
765,WH-S18-TER-2-1,WH-S18-TER-2-1,0,WH,caterpillar,terbase,-32.10287014,3.294770195,4.762639674,WH-S18-TER-2-1,Washington,WH,caterpillar,terbase,-104.31,6617,6.7
766,WH-S18-TER-2-2,WH-S18-TER-2-2,0,WH,caterpillar,terbase,-32.37983747,3.256526434,4.792164387,WH-S18-TER-2-1,Washington,WH,caterpillar,terbase,-104.31,6617,6.7
767,WW-S18-198-1,WW-S18-198-1,0,WW,common shiner,invertivore,-25.231,13.388,3.34271063,NA,NA,NA,NA,NA,NA,NA,NA
768,WW-S18-212-1,WW-S18-212-1,0,WW,creek chub,cc,-25.331,8.908,3.376827749,WW-S18-212-1,Wardsville Woods,WW,creek chub,cc,-102.65,4437,6.6
769,WW-S18-212-2,WW-S18-212-2,0,WW,creek chub,cc,-25.449,10.633,3.37506229,WW-S18-212-2,Wardsville Woods,WW,creek chub,cc,-109.41,5490,6.5
770,WW-S18-212-3,WW-S18-212-3,0,WW,creek chub,cc,-25.741,9.414,3.350310328,WW-S18-212-3,Wardsville Woods,WW,creek chub,cc,-108.21,6431,6.6
771,WW-S18-630-1,WW-S18-630-1,0,WW,blacknose dace,invertivore,-26.921,10.471,3.699884618,NA,NA,NA,NA,NA,NA,NA,NA
772,WW-S18-630-2,WW-S18-630-2,0,WW,blacknose dace,invertivore,-26.093,9.662,3.506502185,WW-S18-630-2,Wardsville Woods,WW,blacknose dace,invertivore,-110.63,5502,6.8
773,WW-S18-630-4,WW-S18-630-4,0,WW,blacknose dace,invertivore,-26.772,10.603,4.030614057,NA,NA,NA,NA,NA,NA,NA,NA
774,WW-S18-ALG-1,WW-S18-ALG-1,0,WW,algae,algae,-20.198,5.59,13.60672806,WW-S18-ALGAE-1,Wardsville Woods,WW,algae,algae,-163.83,7777,1.9
775,WW-S18-ALG-2,WW-S18-ALG-2,0,WW,algae,algae,-20.292,5.509,13.4490193,WW-S18-ALGAE-2,Wardsville Woods,WW,algae,algae,-162.21,7481,1.8
776,WW-S18-CADDISFLY,WW-S18-CADDISFLY,0,WW,caddisfly,aqbase,-26.609,5.943,4.735323958,WW-S18-CADDISFLY,Wardsville Woods,WW,caddisfly,aqbase,-94.41,6107,6.1
777,WW-S18-DET-1,WW-S18-DET-1,0,WW,detritus,det,-29.34,2.608,31.10659723,WW-S18-DET-1,Wardsville Woods,WW,detritus,det,-93.15,2356,1.8
778,WW-S18-DET-2,WW-S18-DET-2,0,WW,detritus,det,-26.206,1.758,21.29606858,WW-S18-DET-2,Wardsville Woods,WW,detritus,det,-93.75,2287,1.8
779,WW-S18-DET-3,WW-S18-DET-3,0,WW,detritus,det,-26.46,2.234,21.06978991,WW-S18-DET-3,Wardsville Woods,WW,detritus,det,-103.1,6312,4.9
780,WW-S18-GOL-1,WW-S18-GOL-1,0,WW,goldenrod,terpp,-28.906,-0.182,22.40082535,WW-S18-GOL-1,Wardsville Woods,WW,goldenrod,terpp,-148.68,4974,6
781,WW-S18-GOL-2,WW-S18-GOL-2,0,WW,goldenrod,terpp,-28.943,-0.204,22.28473678,WW-S18-GOL-2,Wardsville Woods,WW,goldenrod,terpp,-155.14,5385,5.9
782,WW-S18-GOL-3,WW-S18-GOL-3,0,WW,goldenrod,terpp,-29.035,-0.147,21.99795195,WW-S18-GOL-3,Wardsville Woods,WW,goldenrod,terpp,-154.98,5178,6
783,WW-S18-212-MT-1,WW-S18-212-MT1,0,WW,creek chub,cc,-24.878,7.972,3.26600341,WW-S18-212-MT1,Wardsville Woods,WW,creek chub,cc,-89.46,5655,6.6
784,WW-S18-212-MT-14,WW-S18-212-MT14,0,WW,creek chub,cc,-24.588,8.737,3.352938083,WW-S18-212-MT14,Wardsville Woods,WW,creek chub,cc,-88.31,5936,7
785,WW-S18-212-MT-4,WW-S18-212-MT4,0,WW,creek chub,cc,-25.238,9.675,3.289460296,WW-S18-212-MT4,Wardsville Woods,WW,creek chub,cc,-96.31,5409,6.5
786,WW-S18-212-MT-5,WW-S18-212-MT5,0,WW,creek chub,cc,-25.949,8.858,3.603642649,WW-S18-212-MT5,Wardsville Woods,WW,creek chub,cc,-113.34,6340,6.9
787,WW-S18-212-MT-6,WW-S18-212-MT6,0,WW,creek chub,cc,-24.501,9.268,3.27860576,WW-S18-212-MT6,Wardsville Woods,WW,creek chub,cc,-90.85,6601,6.8
788,WW-S18-212-MT-7,WW-S18-212-MT7,0,WW,creek chub,cc,-25.401,9.879,3.380883863,WW-S18-212-MT7,Wardsville Woods,WW,creek chub,cc,-106.09,4977,6.5
789,WW-S18-212-MT-8 A,WW-S18-212-MT8 A,1,WW,creek chub,cc,-25.401,11.063,3.333311423,NA,NA,NA,NA,NA,NA,NA,NA
790,WW-S18-212-MT-8 B,WW-S18-212-MT8 B,1,WW,creek chub,cc,-25.308,9.989,3.290747755,NA,NA,NA,NA,NA,NA,NA,NA
791,WW-S18-212-MT-8 C,WW-S18-212-MT8 C,1,WW,creek chub,cc,-25.365,9.762,3.318322306,NA,NA,NA,NA,NA,NA,NA,NA
792,WW-S18-212-MT-8,WW-S18-212-MT8,0,WW,creek chub,cc,-25.358,10.27133333,3.314127161,WW-S18-212-MT8,Wardsville Woods,WW,creek chub,cc,-109.27,6654,6.6
793,WW-S18-SNAILS-1 A,WW-S18-SNAILS-1 A,1,WW,european garden snail,terbase,-26.528,-0.369,4.695603046,NA,NA,NA,NA,NA,NA,NA,NA
794,WW-S18-SNAILS-1 B,WW-S18-SNAILS-1 B,1,WW,european garden snail,terbase,-26.271,-0.405,4.660005649,NA,NA,NA,NA,NA,NA,NA,NA
795,WW-S18-SNAILS-1 C,WW-S18-SNAILS-1 C,1,WW,european garden snail,terbase,-25.806,-0.564,4.098214105,NA,NA,NA,NA,NA,NA,NA,NA
796,WW-S18-SNAILS-1,WW-S18-SNAILS-1,0,WW,european garden snail,terbase,-26.20166667,-0.446,4.4846076,WW-S18-SNAILS-1,Wardsville Woods,WW,european garden snail,terbase,-80.19,6287,6
797,WW-S18-SNAILS-2,WW-S18-SNAILS-2,0,WW,european garden snail,terbase,-26.473,-0.096,4.805116867,WW-S18-SNAILS-2,Wardsville Woods,WW,european garden snail,terbase,-87.09,6893,6.3
798,WW-S18-SNAILS-3,WW-S18-SNAILS-3,0,WW,european garden snail,terbase,-26.214,0.134,4.525960061,WW-S18-SNAILS-3,Wardsville Woods,WW,european garden snail,terbase,-86.95,6202,6.4
799,EP-S18-DET-2,EP-S18-DET-2,0,,detritus,det,-28.17,5.242,25.46706587,NA,NA,NA,NA,NA,NA,NA,NA
800,HC2-18-CC-43,HC2-18-CC-43,0,HC,creek chub,cc,-26.19073216,13.83764672,3.312925395,HC2-18-CC-43,Hawkcliff,HC,creek chub,cc,-106.19,NA,NA
801,HC2-18-CC-44,HC2-18-CC-44,NA,HC,creek chub,cc,-26.77831929,13.20457407,3.283930422,HC2-18-CC-44,Hawkcliff,HC,creek chub,cc,-109.94,NA,NA
802,HC2-18-CC-49,HC2-18-CC-49,NA,HC,creek chub,cc,-26.82071232,12.89798748,3.36817991,HC2-18-CC-49,Hawkcliff,HC,creek chub,cc,-107.93,NA,NA
803,HC2-18-CC-13,HC2-18-CC-13,NA,HC,creek chub,cc,-26.0103153,12.15934651,3.274826026,HC2-18-CC-13,Hawkcliff,HC,creek chub,cc,-101.76,NA,NA
804,HC2-18-CC-18,HC2-18-CC-18,NA,HC,creek chub,cc,-26.02608945,13.37152717,3.356543179,HC2-18-CC-18,Hawkcliff,HC,creek chub,cc,-108.46,NA,NA
805,HC2-18-CC-19,HC2-18-CC-19,NA,HC,creek chub,cc,-25.94327516,12.11684936,3.374896905,HC2-18-CC-19,Hawkcliff,HC,creek chub,cc,-100.92,NA,NA
806,HC2-18-CC-20,HC2-18-CC-20,NA,HC,creek chub,cc,-26.01820238,11.50266433,3.187580428,HC2-18-CC-20,Hawkcliff,HC,creek chub,cc,-96.87,NA,NA
807,HC2-18-CC-35,HC2-18-CC-35,NA,HC,creek chub,cc,-26.4983281,13.48485291,3.256023116,HC2-18-CC-35,Hawkcliff,HC,creek chub,cc,-109.38,NA,NA
808,HC2-18-CC-41,HC2-18-CC-41,NA,HC,creek chub,cc,-26.57719886,12.84739563,3.278974525,HC2-18-CC-41,Hawkcliff,HC,creek chub,cc,-102.46,NA,NA
809,HC2-18-BND-26,HC2-18-BND-26,NA,HC,blacknose dace,invertivore,-28.81811421,15.37395248,3.880652874,NA,NA,NA,NA,NA,NA,NA,NA
810,HC2-18-SC-1,HC2-18-SC-1,NA,HC,goldenrod,terpp,-29.4333061,-3.538291865,26.34328531,HC2-18-SC-01,Hawkcliff,HC,goldenrod,terpp,-165.45,NA,NA
811,HC2-18-SC-2,HC2-18-SC-2,NA,HC,goldenrod,terpp,-29.53879574,-3.445202866,26.23554,HC2-18-SC-02,Hawkcliff,HC,goldenrod,terpp,-164.5,NA,NA
812,HC2-18-SC-3,HC2-18-SC-3,NA,HC,goldenrod,terpp,-29.34161885,-3.657688625,26.2903789,HC2-18-SC-03,Hawkcliff,HC,goldenrod,terpp,-162.45,NA,NA
813,HC2-18-CATA-1,HC2-18-CATA-1,0,HC,caterpillar,terbase,-28.000816,1.113459852,4.145718095,HC2-18-CATA-01,Hawkcliff,HC,caterpillar,terbase,-120.76,NA,NA
814,HC2-18-CATA-2,HC2-18-CATA-2,NA,HC,caterpillar,terbase,-28.36756502,1.010927042,4.484889944,HC2-18-CATA-02,Hawkcliff,HC,caterpillar,terbase,-104.91,NA,NA
815,HC2-18-CATA-3,HC2-18-CATA-3,NA,HC,caterpillar,terbase,-28.20785174,0.993725814,4.176454153,HC2-18-CATA-03,Hawkcliff,HC,caterpillar,terbase,-99.61,NA,NA
816,HC2-18-DET-1,HC2-18-DET-1,NA,HC,detritus,det,-27.62223637,1.026104596,28.0265078,HC2-18-DET-01,Hawkcliff,HC,detritus,det,-120.37,NA,NA
817,HC2-18-DET-2,HC2-18-DET-2,NA,HC,detritus,det,-27.38069468,0.830820066,27.90362841,HC2-18-DET-02,Hawkcliff,HC,detritus,det,-119.37,NA,NA
818,HC2-18-DET-3,HC2-18-DET-3,NA,HC,detritus,det,-27.41914418,2.610641253,22.80482866,HC2-18-DET-03,Hawkcliff,HC,detritus,det,-105.26,NA,NA
819,HC2-18-AL-1,HC2-18-AL-1,NA,HC,algae,algae,-23.84334129,9.655050068,15.80021109,HC2-18-AL-01,Hawkcliff,HC,algae,algae,-149.74,NA,NA
820,HC2-18-AL-2,HC2-18-AL-2,NA,HC,algae,algae,-21.7443933,10.26619958,16.08824864,HC2-18-AL-02,Hawkcliff,HC,algae,algae,-163.23,NA,NA
821,HC2-18-AL-3,HC2-18-AL-3,NA,HC,algae,algae,-24.76415736,9.226031203,15.80002377,HC2-18-AL-03,Hawkcliff,HC,algae,algae,-170.5,NA,NA
822,HC2-18-TR-1,HC2-18-TR-1,NA,HC,caddisfly,aqbase,-29.33176001,12.13101507,4.725721145,HC2-18-TR-01,Hawkcliff,HC,caddisfly,aqbase,-122.59,NA,NA
823,HC2-18-TR-2,HC2-18-TR-2,NA,HC,caddisfly,aqbase,-29.13852665,12.1947608,4.541944159,HC2-18-TR-02,Hawkcliff,HC,caddisfly,aqbase,-129.19,NA,NA
824,EP42-18-CC-1,EP42-18-CC-1,NA,P4,creek chub,cc,-26.2554611,9.062999004,3.463419512,EP42-18-CC-01,Perl 4,EP4,creek chub,cc,-101.15,NA,NA
825,EP42-18-CC-3,EP42-18-CC-3,NA,P4,creek chub,cc,-25.36288703,9.869193158,3.474190596,EP42-18-CC-03,Perl 4,EP4,creek chub,cc,-100.83,NA,NA
826,EP42-18-CC-7,EP42-18-CC-7,0,P4,creek chub,cc,-26.55429791,10.78328703,3.321754952,EP42-18-CC-07,Perl 4,EP4,creek chub,cc,-98.38,NA,NA
827,EP42-18-CC-8,EP42-18-CC-8,NA,P4,creek chub,cc,-26.12556057,8.455299623,3.325511492,EP42-18-CC-08,Perl 4,EP4,creek chub,cc,-94.6,NA,NA
828,EP42-18-CC-9,EP42-18-CC-9,NA,P4,creek chub,cc,-27.9894363,8.266984069,3.615564707,EP42-18-CC-09,Perl 4,EP4,creek chub,cc,-107.18,NA,NA
829,EP42-18-CC-10,EP42-18-CC-10,NA,P4,creek chub,cc,-29.74014112,8.306683024,3.440713014,EP42-18-CC-10,Perl 4,EP4,creek chub,cc,-105.43,NA,NA
830,EP42-18-CC-11,EP42-18-CC-11,NA,P4,creek chub,cc,-29.27171195,7.402768366,3.363552505,EP42-18-CC-11,Perl 4,EP4,creek chub,cc,-96.11,NA,NA
831,EP42-18-CC-12,EP42-18-CC-12,NA,P4,creek chub,cc,-29.3012348,8.363686651,3.576530406,EP42-18-CC-12,Perl 4,EP4,creek chub,cc,-104.19,NA,NA
832,EP42-18-SNAILS-2,EP42-18-SNAILS-2,NA,P4,european garden snail,terbase,-26.62548078,0.815795676,4.560489638,EP42-18-SNAILS-02,Perl 4,EP4,european garden snail,terbase,89.98,NA,NA
833,EP42-18-CC-13,EP42-18-CC-13,NA,P4,creek chub,cc,-27.60662339,8.817679823,3.299640226,EP42-18-CC-13,Perl 4,EP4,creek chub,cc,-100.72,NA,NA
834,EP42-18-BND-10,EP42-18-BND-10,NA,P4,blacknose dace,invertivore,-26.99353227,9.648304103,3.497826462,NA,NA,NA,NA,NA,NA,NA,NA
835,EP42-18-BS-5,EP42-18-BS-5,NA,P4,brook stickleback,planktivore,-30.71144278,8.130582533,3.84203068,NA,NA,NA,NA,NA,NA,NA,NA
836,EP42-18-SC-1,EP42-18-SC-1,NA,P4,goldenrod,terpp,-28.1636211,0.971537728,18.35799704,EP42-18-SC-01,Perl 4,EP4,goldenrod,terpp,-161.41,NA,NA
837,EP42-18-SC-2,EP42-18-SC-2,NA,P4,goldenrod,terpp,-27.98549992,0.948125524,18.21526911,EP42-18-SC-02,Perl 4,EP4,goldenrod,terpp,-157.76,NA,NA
838,EP42-18-SC-3,EP42-18-SC-3,NA,P4,goldenrod,terpp,-28.1646052,0.831064504,18.98250796,EP42-18-SC-03,Perl 4,EP4,goldenrod,terpp,-158.48,NA,NA
839,EP42-18-SNAILS-1 ,EP42-18-SNAILS-1,NA,P4,european garden snail,terbase,-26.45228008,0.623408434,4.487489335,EP42-18-SNAILS-01,Perl 4,EP4,european garden snail,terbase,-93.05,NA,NA
840,EP42-18-SNAILS-3,EP42-18-SNAILS-3,NA,P4,european garden snail,terbase,-26.31942727,0.756756205,4.473032119,EP42-18-SNAILS-03,Perl 4,EP4,european garden snail,terbase,-83.7,NA,NA
841,EP42-18-ALGAE-1,EP42-18-AL-1,NA,P4,algae,algae,-27.58005283,1.699351895,9.836181052,EP42-18-ALGAE-01,Perl 4,EP4,algae,algae,-147.78,NA,NA
842,EP42-18-AL-2,EP42-18-AL-2,NA,P4,algae,algae,-31.22514032,9.443701799,10.06536865,EP42-18-AL-02,Perl 4,EP4,algae,algae,-131.3,NA,NA
843,EP42-18-AL-3,EP42-18-AL-3,NA,P4,algae,algae,-30.80099542,9.206525994,10.11937776,EP42-18-AL-03,Perl 4,EP4,algae,algae,-126.03,NA,NA
844,EP42-18-DET-1,EP42-18-DET-1,NA,P4,detritus,det,-27.84575845,0.14702098,23.69569488,EP42-18-DET-01,Perl 4,EP4,detritus,det,-108.57,NA,NA
845,EP42-18-DT-2,EP42-18-DT-2,NA,P4,detritus,det,-27.79064914,0.244741483,22.85378779,EP42-18-DT-02,Perl 4,EP4,detritus,det,-107.58,NA,NA
846,EP42-18-DT-3,EP42-18-DT-3,NA,P4,detritus,det,-27.66763727,0.655981935,23.1804188,EP42-18-DT-03,Perl 4,EP4,detritus,det,-106.92,NA,NA
847,AT2-18 CC-01,AT2-18-CC-01,NA,AT,creek chub,cc,-26.24640271,13.31481866,3.478432338,AT2-18-CC-01,Taylor,AT,creek chub,cc,-110.61,NA,NA
848,AT2-18 CC-02,AT2-18-CC-02,0,AT,creek chub,cc,-26.35909515,13.04717838,3.447321814,AT2-18-CC-02,Taylor,AT,creek chub,cc,-126,NA,NA
849,AT2-18 CC-32,AT2-18-CC-32,NA,AT,creek chub,cc,-26.27812844,13.89693628,3.713497189,NA,NA,NA,NA,NA,NA,NA,NA
850,AT2-18 CC-33,AT2-18-CC-33,NA,AT,creek chub,cc,-26.36933992,10.52065411,3.758417566,NA,NA,NA,NA,NA,NA,NA,NA
851,AT2-18 CC-34,AT2-18-CC-34,NA,AT,creek chub,cc,-25.64063949,12.13552867,3.572355725,AT2-18-CC-34,Taylor,AT,creek chub,cc,-128.64,NA,NA
852,AT2-18 CC-35,AT2-18-CC-35,NA,AT,creek chub,cc,-25.57817945,12.44364954,3.492804106,NA,NA,NA,NA,NA,NA,NA,NA
853,AT2-18 CC-36,AT2-18-CC-36,NA,AT,creek chub,cc,-26.80656018,12.3603465,3.783187936,AT2-18-CC-36,Taylor,AT,creek chub,cc,-141.04,NA,NA
854,AT2-18 CC-38,AT2-18-CC-38,NA,AT,creek chub,cc,-26.14031978,11.46709706,3.711995746,AT2-18-CC-38,Taylor,AT,creek chub,cc,-116.75,NA,NA
855,AT2-18 CC-39,AT2-18-CC-39,NA,AT,creek chub,cc,-28.92127859,9.682605473,3.687721025,AT2-18-CC-39,Taylor,AT,creek chub,cc,-141.79,NA,NA
856,AT2-18 BS-01,AT2-18-BS-01,NA,AT,brook stickleback,planktivore,-26.42684281,13.26363246,3.462335585,NA,NA,NA,NA,NA,NA,NA,NA
857,AT2-18 WS-33,AT2-18-WS-33,NA,AT,white sucker,detritivore,-26.35942563,14.89255813,3.468564595,NA,NA,NA,NA,NA,NA,NA,NA
858,AT2-18 DT01,AT2-18-DT-01,NA,AT,detritus,det,-27.70479501,6.661615779,23.73921203,AT2-18-DT-01,Taylor,AT,detritus,det,-114.28,NA,NA
859,AT2-18 DT02,AT2-18-DT-02,NA,AT,detritus,det,-27.68595785,7.246744347,21.24652722,AT2-18-DT-02,Taylor,AT,detritus,det,-116.53,NA,NA
860,AT2-18 DT03,AT2-18-DT-03,NA,AT,detritus,det,-27.87036368,5.810519679,21.64350462,AT2-18-DT-03,Taylor,AT,detritus,det,-109.37,NA,NA
861,AT2-18 GH-03,AT2-18-GH-03,0,AT,grasshopper,terbase,-27.8756513,3.601149143,4.712720184,AT2-18-GH-03,Taylor,AT,grasshopper,terbase,-116.91,NA,NA
862,AT2-18 AL-01,AT2-18-AL-01,NA,AT,algae,algae,-23.66075545,10.24063546,6.084682975,AT2-18-AL-01,Taylor,AT,algae,algae,-159.86,NA,NA
863,AT2-18 AL-02,AT2-18-AL-02,NA,AT,algae,algae,-23.47833248,10.53771618,6.014893176,AT2-18-AL-02,Taylor,AT,algae,algae,-159.52,NA,NA
864,AT2-18 AL-03,AT2-18-AL-03,NA,AT,algae,algae,-23.57945825,10.19246021,5.889183659,AT2-18-AL-03,Taylor,AT,algae,algae,-160.37,NA,NA
865,AT2-18 SC-01,AT2-18-SC-01,NA,AT,goldenrod,terpp,-28.13408383,4.003947769,27.40956754,AT2-18-SC-01,Taylor,AT,goldenrod,terpp,-164.34,NA,NA
866,AT2-18 SC-02,AT2-18-SC-02,NA,AT,goldenrod,terpp,-28.19951816,3.941721403,27.55928061,AT2-18-SC-02,Taylor,AT,goldenrod,terpp,-165.47,NA,NA
867,AT2-18 SC-03,AT2-18-SC-03,NA,AT,goldenrod,terpp,-28.08847809,3.848381855,27.87631174,AT2-18-SC-03,Taylor,AT,goldenrod,terpp,-170.09,NA,NA
868,AT2-18 GH-01,AT2-18-GH-01,NA,AT,grasshopper,terbase,-27.92290942,5.200299834,4.51567805,AT2-18-GH-01,Taylor,AT,grasshopper,terbase,-110.82,NA,NA
869,AT2-18 GH-02,AT2-18-GH-02,NA,AT,grasshopper,terbase,-27.32904335,4.342178177,4.39749007,AT2-18-GH-02,Taylor,AT,grasshopper,terbase,-110.87,NA,NA
870,AT2-18 SN-01,AT2-18-SN-01,NA,AT,aquatic snail,terbase,-28.09046095,10.06399288,4.987015862,AT2-18-SN-01,Taylor,AT,aquatic snail,aqbase,-134.51,NA,NA
871,AT2-18 SN-02,AT2-18-SN-02,NA,AT,aquatic snail,terbase,-27.01376888,10.43233282,5.270377086,AT2-18-SN-02,Taylor,AT,aquatic snail,aqbase,-142.77,NA,NA
872,AT2-18 SN-03,AT2-18-SN-03,NA,AT,aquatic snail,terbase,-27.81583507,10.36508819,4.907534007,AT2-18-SN-03,Taylor,AT,aquatic snail,aqbase,-141.61,NA,NA
873,NA,BG-S18-MAYFLY,NA,NA,NA,NA,NA,NA,NA,BG-S18-MAYFLY,Gilvesy,BG,mayfly,aqbase,-82.35,1188,5.7
874,NA,GF-S18-MAYFLY,NA,NA,NA,NA,NA,NA,NA,GF-S18-MAYFLY,Garrod Farm,GF,mayfly,aqbase,-113.53,613,5.1
875,NA,HC2-18-CC-6,NA,NA,NA,NA,NA,NA,NA,HC2-18-CC-06,Hawkcliff,HC,creek chub,cc,-103.75,NA,NA
876,NA,KC-S18-212-2,NA,NA,NA,NA,NA,NA,NA,KC-S18-212-2,Kettle Creek,KC,creek chub,cc,-110.36,12580,6.4
877,NA,LEST-S18-212-17,NA,NA,NA,NA,NA,NA,NA,LEST-S18-212-17,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-101.2,12886,6.4
878,NA,LEST-S18-212-MT17,NA,NA,NA,NA,NA,NA,NA,LEST-S18-212-MT-17,Lake Erie Salmon Trout Club,LEST,creek chub,cc,-88.27,5281,6.6
879,NA,PF-S18-MAYFLY-2,NA,NA,NA,NA,NA,NA,NA,PF-S18-MAYFLY-2,Parrish Farm,PF,mayfly,aqbase,-143.74,18400,6.4
